song_name,region,info,song_content
Seher Oldu Ey Nigarım,,Seyyid Nesimi-Musa Eroğlu,Seher Oldu Ey Nigarım  Belki Gidem Diyarından  Felek Zulmedip Ayırdı  Beni Gül Yüzlü Yarimden  Ölen Bilir Kalan Bilir  Teni Turap Olan Bilir  Muhabbet Kokusu Gelir  Yel Estikçe Damarında  Senin Elin Bana Ermez  Benim Gözüm Seni Görmez  Murailer Kain Olmaz  Ayırır Yari Yarinden  Seyit Nesiminin Ahı  Gidenler Gelmez Bir Dahi  Medet Ey Hubların Şahı  Mahrum Koyma Didarından
Seher Oldu Vaktoldu,Şanlıurfa,Şanlıurfa-Şükrü Çadırcı-Muzaffer Sarısözen,Seher Oldu Vaktoldu Sinem Yare Taht Oldu Ötün Bülbüller Ötün Yar Gelecek Vaktoldu Seherlerde Uyan Yar Bağrıma Gam Koyan Yar Evvel Böyle Değildin El Sözüne Uyan Yar Seher Sabahtır Yarim Gamzen Kadahtır Yarim Bülbüller Figan Eyler Uyan Sabahtır Yarim
Seher Seher Seyre Vardım,Azerbaycan,Azerbaycan-Yöre Ekibi-Plâktan Yazıldı,Seher Seher Seyre Vardım Ne Bağ Bildi Ne De Bağban El Uzadıp Bir Gül Verdim Ne Bağ Bildi Ne De Bağban Dedim Bu Bağ Ne Ecep Yerdi Çiçehleri Taze Terdi Yârim Mene Bûse Verdi  Ne Bağ Bildi Ne De Bağban Bağın Beresinden Aştım  Süsen Sümbüle Dolaştım Oynadım Güldüm Danıştım Ne Bağ Bildi Ne De Bağban Şahan Deyer Ok Mu Attın Külli Yâremi Oyattın Gül Çiçehten Yükümüm Tuttum Ne Bağ Bildi Ne De Bağban
Seher Vakdi Kalkan Kervan,Ankara,Ankara/Çubuk/Karaköy-Burhan Gökalp-Burhan Gökalp,Seher Vakdi Kalkan Kervan İnilerde Zarılanır Bir Güzele Düşen Gönül Çiçeklenir Korulanır Bahçenizde Güller Biter Dalında Bülbüller Öter Engel Gelir Bir Hal Katar Olan İşler Gerilenir Bülbül Geldi Kondu Dala Bülbülden Hata Yok Güle Engel Bir Taş Atar Göle Yüzen Ördek Yaralanır Pir Sultan Abdal Göçelim Yar Elinden Bad'içelim İmkân Olandan Kaçalım İmkân Birgün Paralanır Geçiş (Hüy Hüy) Yâr Gelir Kalka Kalka Boynunda Altın Halka Yârimde Yüzüğün Yütürmüş Ararlar Höyke Höyke  (Hüy Hüy) (Hüy Hüy) Yârimde Gelir Göynekçek Donuda Dülbendi Gökcek Yanağına Gül Sokmuş Gülüde Kendinden Gökçek
Seher Vakti Evinize,,Aşık Mahzuni Şerif,Seher Vakti Evinize Vardım Varmaz Olayıdım Geçiyordum Bağınıza Vardım Varmaz Olayıdım  Yalancısın İnanamam  Gayrı Sana Güvenemem  Yalancısın Yalancısın  Yalancısın Sen Boz Kayadan Pınar Akar Ondan İçen Çile Çeker Azgın Yarama Kim Bakar Sardım Sarmaz Olayıdım  Yalancısın İnanamam  Gayrı Sana Güvenemem  Yalancısın Yalancısın  Yalancısın Sen Mahzuni Şerifin Hali Aramızda Kara Çalı Gittiğin Erkanı Yolu Sordum Sormaz Olayıdım  Yalancısın İnanamam  Gayrı Sana Güvenemem  Yalancısın Yalancısın  Yalancısın Sen
Seher Vakti Kalkan Kervan,Erzincan,Erzincan/Tercan-Davut Sulari-Plaktan Yazıldı,Seher Vakti Kalkan Kervan İniler De Zârılanır Bir Güzele Düşen Gönül Çiçeklenir Korulanır Bahçenizde Güller Biter Dalında Bülbüller Öter Engel Gelir Bir Kal Katar Olan İşler Gerilenir Bülbül Geldi Kondu Dala Bülbülden Hata Yok Güle Engel Bir Taş Atar Göle Yüzen Ördek Yaralanır Pir Sultan Abdal Göçelim Pir Elinden Bad'içelim İnkar Olandan Kaçalım İnkar Birgün Paralanır
Seher Vakti Sen Tarlaya Gidende,Azerbaycan,Azerbaycan-Hacı Ali Hancı-Hulusi Seven-Osman Özdenkçi,Seher Vakti Sen Tarlaya Gidende Ses Yayılır Dört Bir Yana Süreyya Elindeki Gonca Gülü Derende Gelmeyesen Bizim Ele Süreyya  Emeğin Azat Dileğin Azat  Ay Eller Gızı Bu Şirin Ölkenin  Bahdıvar Gızı - Mehriban Gızı Bir Yaylığın Vardı Gülü Özümen Dolanım Başına Öpüm Yüzünden Ne Dedim Küstün Menim Sözümden Gel Ey Hanım Gel Ey Güzel Süreyya  Emeğin Azat Dileğin Azat  Ay Eller Gızı Bu Şirin Ölkenin  Bahdıvar Gızı - Mehriban Gızı Medreseden Gızlarınan Gelende Âşık Oldum Cemaline Süreyya Yüzündek Goşa - Halı Derende Sen Gelesen Bizim Ele Süreyya  Emeğin Azat Dileğin Azat  Ay Eller Gızı Bu Şirin Ölkenin  Bahdıvar Gızı - Mehriban Gızı
Seher Vakti Çaldım Yarin Kapısını,Kırşehir,Kırşehir-Neşet Ertaş-Nida Tüfekçi,Seher Vakti Çaldım Yarin Kapısını (Aman Aman Aman) Baktım Yarin Kapıları Sürmeli (Aman Aman Aman) Boş Bulmadım Otağının Yapısın (Aman Aman Aman) Çıkageldi Bir Gözleri Sürmeli  Aslanım Eller Eller  Kokuyor Güller Güller  Ne Bilsin Eller Eller  Perişan Haller Ey Açtırdım Kapıyı Girdim İçeri (Aman Aman Aman) Aklımı Başımdan Aldı O Peri (Aman Aman Aman) Dedim Sende Buldum Halis Gevheri (Aman Aman Aman) Dedi Yoh Yoh Bir Mehenge Sürmeli  Aslanım Eller Eller  Kokuyor Güller Güller  Ne Bilsin Eller Eller  Perişan Haller Ey Hep Gönüller Muradıdır Aşığın (Aman Aman Aman) Nöbeti Bekleyen Alır Keşiğin (Aman Aman Aman) Beklemeli O Sultanının Eşiğin (Aman Aman Aman) Günde Yüzbin Kere Yüzler Sürmeli   Aslanım Eller Eller  Kokuyor Güller Güller  Ne Bilsin Eller Eller  Perişan Haller Ey Agahî Karıştırır Kanı Yaş İle (Aman Aman Aman) Dost Bulunmaz Hayal İle Düş İle (Aman Aman Aman) Yetilmez Menzile Bu Gidiş İle (Aman Aman Aman) Hemen Aşk Atına Binip Sürmeli   Aslanım Eller Eller  Kokuyor Güller Güller  Ne Bilsin Eller Eller  Perişan Haller Ey
Seher Vakti Çıkmış Yolun Üstüne,,Muhlis Akarsu,Seher Vakti Çıkmış Yolun Üstüne Bir Bakışta Yaraladı Yar Beni Hayran Oldum Bakakaldım Yüzüne Gözleriyle Pareledi Yar Beni Beni Yollar Uzak Dağlar Girmiş Araya Merhem Bulunmazmış Azgın Yaraya Derdimi Dökeyim Bilmem Nereye Sevda Almış Bir Çıkmaza Kor Beni Beni Akarsu'yum Yardan Haber Gelirse Şu Azgın Yarama Derman Olursa Gönül Sevdiğini Arar Bulursa Kahpe Felek Sen O Zaman Gör Beni Beni
Seher Yeli Bizim Ele Gidersen (Yare Söyleme),,Musa Eroğlu-,Seher Yeli Bizim Ele Gidersen  Nazlı Yare Küstüğümü Söyleme  Ne Hallere Düştüğümü Sorarsa O Yar Beni Sorarsa  Bağrıma Taş Bastığımı Söyleme Yare Söyleme Ağrılar Baş Tutar Ahuzardayım  Mansur Gibi Çekilmişim Dardayım  Gezer Dolaşırım Bilmem Nerdeyim  Deli Deli Estiğimi Söyleme Ona Söyleme  Belki Birgün Çıkar Gelir Diyorlar  Gönül Muradını Da Alır Diyorlar  Seven Seveni Bulur Diyorlar  Umudumu Kestiğimi Söyleme Yare Söyleme
Seher Yeli Nazlı Yare,Kahramanmaraş,Kahramanmaraş-Kul Ahmet-Arif Sağ,Seher Yeli Nazlı Yare Bildir Beni Bildir Beni Düşmüşem Elden Ayaktan Kaldır Beni Kaldır Beni Söyle Güzeller Şahına Yüz Süreyim Dergahına Zehir Olam Kadehine Doldur Beni Doldur Beni Kul Ahmet'im Gönül Versem El Vurup Gülünü Dersem Senden Gayrı Yar Seversem Öldür Beni Öldür Beni
Seher Yeli Selam Götür Babama,,Emrah Mahzuni,Seher Yeli Selam Götür Babama Niye Artık Kuru Selam Gelmiyor Hasret Etme Bizi Nolur Babama   Saz Çalmıyor Ses Gelmiyor   Ne Oldu Ne Oldu Ne Oldu Akar Gider Gözyaşlarım Sel Olur Dayanamaz Körpe Aklım Del Olur Doyamadım Doyasıya Gel Nolur   Saz Çalmıyor Ses Gelmiyor   Ne Oldu Ne Oldu Ne Oldu Ne Zorumuş Ayrılığın Böylesi Yıkılası Yakılası Töresi Bir Acaip Emrah'taki Yarası   Saz Çalmıyor Ses Gelmiyor   Ne Oldu Ne Oldu Ne Oldu
Seher Yıldızı,,Karacaoğlan-İsmail Özden,Nazlı Yardan Bana Bir Haber Geldi Eger Doğru İse Büktü Belimi Dediler Ki Yari Yad Eller Aldı Kadir Mevlam Nasib Eyle Ölümü  Seher Yıldızı Ayırdı Bizi  Perişan Eyledi Dost Hepimizi  Seher Yıldızı Ayırdı Bizi  Perişan Eyledi Yar İkimizi Bülbüle Söyleyin Dalına Konsun Bizi Böyle Eden Allah´Tan Bulsun Sabreyle Sevdiğim İlkbahar Gelsin Terkedeyim Vatanımı Yurdumu  Seher Yıldızı Ayırdı Bizi  Perişan Eyledi Dost Hepimizi  Seher Yıldızı Ayırdı Bizi  Perişan Eyledi Yar İkimizi Karacoğlan Der Ki Konmadan Göçtüm Yar Elinden Dolu Badeler İçtim Kötüler Zanneder Ben Yardan Geçtim Ölmeyince Çekermiyim Elimi?  Seher Yıldızı Ayırdı Bizi  Perişan Eyledi Dost Hepimizi  Seher Yıldızı Ayırdı Bizi  Perişan Eyledi Yar İkimizi
Seherde Ağlayan Bülbül,Sivas,Sivas/Şarkışla-Âşık Veysel Şatıroğlu-Muzaffer Sarısözen,Seherde Ağlayan Bülbül Sen Ağlama Ben Ağlayım Ciğerim Dağlayan Bülbül Sen Ağlama Ben Ağlayım (Bülbül Bülbül) Âşık Der Ki Hal A Böyle Gideriz Biz Yola Böyle Felek Bildiğini İşler Hemen Yüz Yıl Talab Eyle (Bülbül Bülbül) Bülbülün Donları Yeşil Kırmızı Güle Dolaşır Ağlamak Bana Yaraşır Sen Ağlama Ben Ağlayım (Bülbül Bülbül) Âşık Der Ki Bende Vur Suyu Kaldır Bende Vur Yedi Yerimde Yaram Var Bir Ok Al Da Sen De Vur (Bülbül Bülbül) Bülbülün Donları Sarı Ben Ağlarım Zarı Zarı Sen De Mi Yitirdin Yâri Sen Ağlama Ben Ağlayım (Bülbül Bülbül) Ezel Bahar Gelmeyince Kırmızı Gül Bitmez İmiş Kırmızı Gül Bitmeyince Garip Bülbül Ötmez İmiş (Bülbül Bülbül)
Seherde Bir Bağa Girdim,Erzincan,Erzincan/Tercan-Aşık Daimi-Nida Tüfekçi,Seherde Bir Bağa Girdim  Ne Bağ Duydu Ne Bağbancı  El Vurup Güllerin Derdim  Ne Bağ Duydu Ne Bağbancı  Bağın Kapusunu Açtım  Sayın Ki Cennete Düştüm  Yar İle Tenha Buluştum  Ne Bağ Duydu Ne Bağbancı  Seherin Bülbülü Öttü  Öttü De Murada Yetti  Teslim Abdal Yükün Tuttu  Ne Bağ Duydu Ne Bağbancı
Seherde Bir Bülbül,Erzurum,Erzurum/Şenkaya-Cevdet Arslan-İsmail Bozkurt-Muzaffer Sarısözen,"Seherde bir bülbül öter yarin bağında, O kaş, o göz, o dil, o diş, gül açmış yanağında. Yanarım ağlarım on üç on dört yaşında. O kaş, o göz, o dil, o diş, ballar var dudağında. Gümüşten kemeri incecik bellerinde, O kaş, o göz, o dil, o diş, kına var ellerinde"
Seherde Deryaya Dalsam,Bolu,Bolu/Göynük-Ayşe Engin-Fatma Tuna-Sabri Uysal-Ahmet Çakır-İ.H.A.,Seherde Deryaya Dalsam Elini Elime Alsam Nur Cemalini Ben De Görsem Allah De Kalbim Allah De Seherlerde Kalkmaz Mısın Nür Çırağın Yakmaz Mısın Sen Allah’dan Korkmaz Mısın Allah De Kalbim Allah De Seherde Bir Nur Çıkar Hep Âşıklar Ona Bakar Allah İsmi Kalbim Yakar Allah De Kalbim Allah De Seherde Açılır Cennet Aleme Saçılır Rahmet Kul Sefaat Ya Muhammet Allah De Kalbim Allah De Sen Kendini Özendirme Altınlara Bezendirme Sen Rabbini Gücendirme (Sen Şeytanı Sevindirme) Allah De Kalbim Allah De Seherde Kalk Da Otur Bir Elini Kalbine Götür Dilin İle Selamet Getir (Kalbin İle Selavat Getir) Allah De Kalbim Allah De Nur Dağının Ağacıyım Hem Tatlıyım Hem Acıyım Ben Rabbimin Muhtacıyım Allah De Kalbim Allah De
Seherde İndim Ben Bağa,Şanlıurfa,Şanlıurfa-Şükrü Çadırcı-Muzaffer Sarısözen,"Seherde İndim Ben Bağa,  Güller Sarılmış Yaprağa.  Muradını Almayanlar, Nasıl Girecek Toprağa.  Aman Aman Aman Aman,  Ölürüm De Ayrılamam. Bülbülleri Har Ağlatır, Aşıkları Yar Ağlatır. Ben Feleğe Neyle misim, Beni Hergün Zar Ağlatır.  Aman Aman Aman Aman,  Ölürüm De Ayrılamam."
Sekiz Öküz Bir Tarlada,,Ali Kızıltuğ,Sekiz Öküz Bir Tarlada Vuruşuylarmış Ha Babam De Babam Acından Ölen Danayada Gülüşüylermiş Ha Babam De Babam Sekizde Yemiş Şişmiş Kuyruğuna Kırlar Düşmüş Herbirine Bir Köy Düşmüş Bölüşüyler Ha Babam De Babam Dördünü Sürdüler Adaya Dördünü De Sürdüler Karaya Menfaat Girdimi Araya Ne Güzel De Barışıylar Ha Babam De Babam Üçyüzelli Dörtyüz Tosun Öküz Olacağı Kesin Bunlar Neyle Doyar Düşün Gelişiyler Ha Babam De Babam Yerinmeden Gelin Geçin Hangi Öküz İyidir Seçin Kızıltuğ'a Toslamak İçin Çabaliyler Ha Babam Babam De Babam
Sel Önüne Söğüt Diktim Bir Sıra,Eskişehir,Eskişehir/Seyitgazi-Kırka Nahiyesi-Yöre Ekibi-Erkan Sürmen,Sel Önüne Söğüt Diktim Bir Sıra Deli Gönül Efkarlandı Bu Sıra Ben Seni Gönülledim Kalma Kusura Var Git Oğlan Var Git Ben Senin Olamam  Var Git Oğlan Var Git Ben Senin Olamam  Anamdan Babamdan İzin Alamam Çeşmenin Başına Varmasın Eller Bugün Efkarlıyım Açmasın Güller Otursamda Öğün Öğün Ağlasam Yar Aşkından Deli Olmuş Desinler  Var Git Oğlan Var Git Ben Senin Olamam  Anamdan Babamdan İzin Alamam
Selam Olsun,,Yunus Emre-Lütfü Gültekin,Biz Dünyadan Gider Olduk Kalanlara Selam Olsun Bizim İçin Hayır Dua Kılanlara Selam Olsun Ecel Büke Belimizi Söyletmeye Dilimizi Hasta İken Halimizi Soranlara Selam Olsun Eceli Gelenler Gider Hepsi Dönmez Yola Gider Bizim Halimizden Haber Soranlara Selam Olsun Derviş Yunus Söyler Sözü Yaş Doldurur İki Gözü Bilmeyen Ne Bilsin Bizi Bilenlere Selam Olsun
Selam Verdik Kadem Bastık,Amasya,Amasya/Merzifon-Aşık Musa Aslan-Ankara Devlet Konservatuarı,(Ah Aman) Selam Verdik Kadem Bastık Bu Yere Söyle Âşık Bu Kamiller Yeridir Kurban Olam Yanındaki Şu Pir'e Söyle Kardeş Bu Kamiller Yerdir  Yâr Yâr Nazenim  Yâr Yâr Güzelim  Yâr Yâr Bir Eylen Eylen (Ah Aman) Ceht Eyle Ki Kamillere Yetesin Metaını Kıymetiyle Satasın Erbabının Nasıhatın Tutasın Söyle Kardeş Bu Kamiller Yeridir  Yâr Yâr Nazenim  Yâr Yâr Güzelim  Yâr Yâr Bir Eylen Eylen (Ah Aman) Osmanı'yim Pirden Dolu İçerim Dört Kitabın Manasını Seçerim Ağzımdan Dilimden Cevher Saçarım Ben De Bildim Bu Kamiller Yeridir  Yâr Yâr Nazenim  Yâr Yâr Güzelim  Yâr Yâr Bir Eylen Eylen
Selanik İçinde Lamba Yanıyor,Manisa,Manisa/Soma/Tarhala Köyü-Yöre Ekibi-Nihat Kaya-S.Özdemir-M.Yazıcıoğlu,Selanik İçinde Lamba Yanıyor Kızın Yaresini Cerrah Bağlıyor Ne Güzel Yâr İmiş Hemen Ağlıyor  Kör Olsun Sürünsün Yahudi Kızı  Sebebim Sen Oldun Leon'un Kızı Saraylar Yaptırdım Bir Uçtan Uca İçinde Durmadım Üç Gün Üç Gece Adaklar Keseyim Sardığım Gece  Kör Olsun Sürünsün Yahudi Kızı  Sebebim Sen Oldun Leon'un Kızı
Selendi'nin Dombayları Bakar Da,Manisa,Manisa/Selendi-Ali Yusuf-Hasan Avcı-İsmet Egeli,Selendi'nin Dombayları Bakar (Da) Az Mı Oynadık (Da) Can Fadime'm Yollarda  Hadinli Allı Gelin  Babıcı Pullu Gelin  Yenemin Başta Gezer  Bilezik Kolda Gelin Selendi'nin Alt Yanından Geçmeli Can Fadime'mi Fincana Goyup İçmeli  Hadinli Allı Gelin  Babıcı Pullu Gelin  Yenemin Başta Gezer  Bilezik Kolda Gelin Neredesin (De) Can Fadime'm Bulayım Göklerdeysen (De) Merdivenler Kurayım  Hadinli Allı Gelin  Babıcı Pullu Gelin  Yenemin Başta Gezer  Bilezik Kolda Gelin
Seller Aldı Değirmenimi,Edirne,Edirne-İhsan Köycü-Muzaffer Sarısözen,Seller Aldı (Aman) Değirmenimi Bendimi Yaktım Kül Eyledim Kendi Kendimi (Gel Gel Aman) Çok Aradım (Aman) Bulamadım Dengimi İnan Olmaz O Güzelin Sözüne (Gel Gel Aman) Ne Güzel Olur (Aman) İslimye'nin Söğüdü Benim Yarim Naz İçinde Büyüdü (Gel Gel Aman) Yoktur Kimsem (Aman) Bana Versin Öğüdü İnan Olmaz O Güzelin Sözüne (Gel Gel Aman)
Selvi Kavak Uzun Olur (Küçük Gelin),Gaziantep,Gaziantep-Teoman Yazgan-Nurettin Çamlıdağ,Selvi Kavak Uzun Olur Yaprakları Düzüm Olur Kurban Olam Küçük Gelin Düğünümüz Güzün Olur Şu Dağları Aşam Dedim Aşam Da Dolaşam Dedim Bir Vefasız O Yar İçin Her Adama Paşam Dedim Hacılardan İndirdiler Süt Beyazlar Giydirdiler Tabutuma Bindirdiler Gelmez Yola Götürdüler
Sen Bensiz Gezerken Sıla Bağında (U.H.),Sivas,Sivas-Selahattin Erorhan-Ömer Şan,Sen Bensiz Gezerken Sıla Bağında Vah Beni Düşürdün Dile Bir Danem Gurbette Çalkandım Dert Irmağında Düşürdün Aşk Denen Çöle Bir Danem Her Günüm Geçiyor Çile Çekmekle Ah İle Gadere Boyun Bükmekle Eline Ne Geçti Beni Yakmakla Döndürdün Bir Yığın Küle Bir Danem Zannetme Dünyanın Güzelleri Az Unutma Bunları Bir Deftere Yaz Olursa Sende O Böyle Cilve Naz Sonunda Kötüye Düşen Bir Danem
Sen Bir Ceylan Olsan,Sivas,Sivas-Aşık Veysel Şatıroğlu-TRT,Sen Bir Ceylan Olsan Ben De Bir Avcı  Avlasam Çöllerde Saz İle Seni Bulunmaz Dermanı Yoktur İlacı  Vursam Yaralasam Söz İle Seni Kurulma Sevdiğim Güzelim Deyin Bağlanma Karayı Alları Geyin Ben Bir Çoban Olsam Sen De Bir Koyun Seslesem Elime Tuz İle Seni Koyun Olsan Otlatırdım Yaylada Tellerini Yoldurmazdım Hoyrada Balık Olsan Takla Dönsen Deryada  Düşürsem Toruma Bez İle Seni Veysel Der İsmini Koymam Dilimden Ayrı Düştüm Vatanımdan İlimden Kuş Olsan Da Kurtulmazdın Elimden Eğer Görsem İdi Göz İle Seni
Sen Bir Yana Bir Yana,Kerkük,Kerkük-Abdülvahit Küzecioğlu-Nida Tüfekçi,Sen Bir Yana Bir Yana Men Bir Yana Bir Yana Gaşuv Garadır Gözüv Eladır Benzirsen Ceylana Mecburam Men Sana Zilfin Siyah Zil Kimi (Sen Bir Yana Bir Yana) Yanakların Gül Kimi (Sen Bir Yana Bir Yana) Karşıda Boyun Eydim (Sen Bir Yana Bir Yana) Alıp Satma Kul Kimi (Sen Bir Yana Bir Yana)  Gaşuv Garadır  Gözüv Eladır  Benzirsen Ceylana  Mecburam Men Sana Zilfin Kıssa Üz Örtmez (Sen Bir Yana Bir Yana) Sevdan Başımdan Gitmez (Sen Bir Yana Bir Yana) Mene Ettiğin Zulum (Sen Bir Yana Bir Yana) Gök Başlı Firenk Etmez (Sen Bir Yana Bir Yana)  Gaşuv Garadır  Gözüv Eladır  Benzirsen Ceylana  Mecburam Men Sana Zilif Uzun Üze Değer (Sen Bir Yana Bir Yana) Eğilsen Dize Değer (Sen Bir Yana Bir Yana) Zilfin Acem İpeği (Sen Bir Yana Bir Yana) Teli Tebriz'e Değer (Sen Bir Yana Bir Yana)  Gaşuv Garadır  Gözüv Eladır  Benzirsen Ceylana  Mecburam Men Sana
Sen Bu Yaylaları Yayliyamasun,Trabzon,Trabzon-Cemile Cevher-Cemile Cevher,Sen Bu Yaylaları Yayliyamasun (Gülüm) Yayliyamasun Yayliyamasun (Yavrim) Yayliyamasun Derindur Gölleri Boyliyamasun Oy Ellerun Kınalidur Oyniyamasun Ağam Varmidur Paşam Varmidur Seni Bana Metetdiler Asli Varmidur  Açildum Açildum Açilamadum (Gülüm)  Açilamadum Açilamadum (Yavrim) Açilamadum  Terazim Ufakidu Tartilamadum  O Domuz Uşağınası Darulamadım Aman İbişum Sırma Gümüşum Okşadi Yanağumi Kırıldı Dişum    Soğuk Su Başında Kuzu Kebabi (Gülüm)  Kuzu Kebabi Kuzu Kebabi (Yavrim) Kuzu Kebabi  Ener Düz Ovaya Çeker Şarabi  O Domuz Uşağın Yoktur Dini İmanı Ağam Varmidur Paşam Varmidur Seni Bana Metetdiler Asli Varmidur  Demane Ne Ne Demane Ne Ne  Dersan Nene Ne Bizi Koyar Veremez  Rinani Nay Nam  Rinani Nay Nam  Rinaninay Nay Nam  Rinarinay Nam
Sen Gideli Üçgün Kaldı Bayrama,Diyarbakır,Diyarbakır-Bedri Ayseli-Nida Tüfekçi,Sen Gideli Üç Gün Kaldı Bayrama (Le Canım Bayrama He Canım) İşvedir Cilvedir Nazıdır (Le Canım Nazıdır He Canım) Sen Gideli Karaları Geymişem (Le Canım Geymişem He Canım) Senin Uğran Bu Başımı Vermişem (Le Canım Vermişem He Canım) Ne Beni Seversin Ne Vaz Geçersin (Le Canım Geçersin He Canım) Kanımı Kadehe Koyar İçersin (Le Canım İçersin He Canım) Evlerimin Önünü Gelir Geçersin (Le Canım Geçersin He Canım) İşvesidir Cilvesidir Nazıdır (Le Canım Nazıdır He Canım)
Sen Gittin Gideli Deliye Döndüm,,Ali Kızıltuğ,Sen Gittin Gideli Deliye Döndüm Her Gün Gözyaşımı Dökerim Ali Ana Bacı Gardaş Bilmez Diyorlar Duydukça İçimi Çekerim Ali Seni Sevenlerin Yaralı Dertli Şu Elin Zalımı Bizden Kıymetli Keramet Sahibiydin Güçlü Kuvvetli Yoksa Bir Kul İdin Öldünmü Ali Zalimin Zulumü Bizi Yakarsa Ağladıp Karşıdan Bakarsa Ahirette Elimiz Boşa Çıkarsa Tutar Zülfikarı Kırarım Ali Zalim Yazdı Katlimize Fermanı Tütüyor Başımda Derdin Dumanı Geleceksen Tez Gel Tam Da Zamanı Yoksa İkrarımdan Dönerim Ali Kızıltuğ'um Pire Gönül Bağladım Yıllar Var Ki İçin İçin Ağladım Can Boğaza Geldi Küstüm Söyledim Yine Senden Özür Dilerim Ali
Sen Gülersen Gül Açılır Yaz Olur,,Dursun Uçar,Sen Gülersen Gül Açılır Yaz Olur Sen Ağlarsan Hayat Karlı Dağ Olur Dost Elinden Zehir Olsa Bal Olur Zehrine Balına Kurban Olayım Yüce Dağ Başında Karlar Erimez Sevenin Gönlünde Güller Kurumaz Gitme Gurbet Ele De Geri Dönülmez Yurduna Eline Kurban Olayım
Sen Sen Ol Zalımdan Dileme Aman (Yar Olmazımış),,Kul Duran-Necip Yılgın,Sen Sen Ol Zalımdan Dileme Aman Hercai Güzelde Kıt Olur İman Elin Dara Düşsün De Gör O Zaman Her Yüze Gülen Dost Yar Olmazımış Gönlünü Rahat Tut Hatırını Hoş Umutla Beslenir Hayali Sarhoş Cümle Cihan(Alem) Sığar Dünya Yeri Boş Güzelin(Müminin) Yüreği Dar Olmazımış Ne Sabra Tahammül Ne De Mühlet Var Nuru Hikmettendir Doğan Afatlar Tufana Gark Olur Kalbi Fesatlar Uhrevi Alemde Var Olmazımış
Sen Sivas'ı Seyret Yar Bende Seni,,Mehmet Ferhat-Hasan Erdoğan,Çıkalım Kaleye Bir Akşam Üstü Sen Sivas'ı Seyret Yar Bende Seni Sanma Deli Gönül Yar Sana Küstü Sen Sivas'ı Seyret Yar Bende Seni Yıllardır Hasretim O Gül Yüzüne Ceylan Bakışına Yeşil Gözüne  Başımı Koyup Da Göğsün Üstüne Sen Sivas'ı Seyret Yar Bende Seni Bu Garip Ferhat'ın Kurbanın Olsun Sensiz Bu Dünyayı Söyle Neylesin İste Bu Canını Yoluna Sersin Sen Sivas'ı Seyret Yar Bende Seni
Sen Tabibsin Saramazsın Yaramı,Sivas,Sivas-Muhlis Akarsu-Can Etili,Sen Tabibsin Saramazsın Yaramı Ben Vurgunum Yaralıyım Elleme Feleğinen Bulamazsın Aramı Ben Vurgunum Yaralıyım Elleme  Aman Tabib Canım Tabib Oy Tabib  Saramazsın Bu Yarayı Cay Tabib Kurudu Bağrımda Fidanım Gülüm Yılanlı Dağımdır Sivas'tır Elim Akarsu Tabibe Uğradı Yolum Ben Vurgunum Yaralım Elleme  Aman Tabib Canım Tabib Oy Tabib  Saramazsın Bu Yarayı Cay Tabib
Sen Yaralı Değilsin Ki,,Muhlis Akarsu,Zalim Felek Duymadın Mı Sesimi Sen Yaralı Değilsin Ki Bilesin Bilemezsin Matemimi Yaşımı  Sen Yaralı Değilsin Ki Bilesin Gurbet Elde Günde Ömrüm Çürüyor Eller Beni Bir Biçare Biliyor  Akarsuya Gelen Bir Tas Vuruyor Sen Yaralı Değilsin Ki Bilesin
Sen Çeşmeye Vardın Mı (Arzu-Kamber),Rumeli,Rumeli/Üsküp-Necati Can-Erkan Sürmen,Sen Çeşmeye Vardın Mı Elini Yüzünü Yudun Mu Çeşme Taşının Üstünde (Kamber) Bileziğimi Buldun Mu Ben Çeşmeye Varmadım Elimi Yüzümü Yumadım Çeşme Taşının Üstünde (Arzu) Bileziğini Bulmadım Ay Doğar Donuk Donuk Sular Akar Bulanık Söyleme Bu Sözleri (Kamber) Zati Yüreğim Yanık Hal İle Arzum Hal İle Dost Muhabbet Yol İle Çek Atın Yularını (Arzu) Bağrım Doldu Kan İle Halını Kamber Halını Dost Muhabbet Yolunu Al Başımdaki Şalımı (Kamber) Sil Bağrımın Kanını
Sendeki Kaşlar Bend'Olsa,Manisa,Manisa-Haydar Bayçın-Nida Tüfekçi,Sendeki Kaşlar Bend'olsa Kaşları Senden Rastığı Benden  A Yârim A Yârim  Ayrılamam Senden Sendeki Saçlar Bend'olsa Saçları Senden Tarağı (Da) Benden  A Yârim A Yârim  Ayrılamam Senden Sendeki Gözler Bend'olsa Gözleri Senden Sürmesi Benden  A Yârim A Yârim  Ayrılamam Senden Sendeki Kulak Bend'olsa Kulağı (Da) Senden Küpesi (De) Benden  A Yârim A Yârim  Ayrılamam Senden Sendeki Gerdan Bend'olsa Gerdanı Senden Liraları Benden  A Yârim A Yârim  Ayrılamam Senden
